student_id,student_name,student_dob,student_email,student_major
20207706,Nguyễn Anh Sơn,2002-08-18,son.na207706@sis.hust.edu.vn,IT-E10
20238351,Bùi Anh Sơn,2005-09-22,son.ba238351@sis.hust.edu.vn,IT-E15
20237081,Phạm Anh Dũng,2005-06-06,dung.pa237081@sis.hust.edu.vn,IT-E6
20226677,Lê Quang Sơn,2004-03-18,son.lq226677@sis.hust.edu.vn,IT1
20226057,Trần Minh Thảo,2004-07-14,thao.tm226057@sis.hust.edu.vn,IT-EP
20217824,Đặng Thị Sơn,2003-06-16,son.dt217824@sis.hust.edu.vn,IT-E7
20207186,Phạm Thanh Anh,2002-11-01,anh.pt207186@sis.hust.edu.vn,IT-E15
20206747,Lê Văn Hương,2002-09-13,huong.lv206747@sis.hust.edu.vn,IT-E6
20223182,Hồ Minh Trang,2004-05-24,trang.hm223182@sis.hust.edu.vn,IT-E7
20243780,Hoàng Huy Thảo,2006-02-21,thao.hh243780@sis.hust.edu.vn,IT-EP
20223729,Hoàng Ngọc Sơn,2004-06-19,son.hn223729@sis.hust.edu.vn,IT-E7
20225224,Hồ Ngọc Tú,2004-10-26,tu.hn225224@sis.hust.edu.vn,IT-E10
20206043,Bùi Việt Hương,2002-09-10,huong.bv206043@sis.hust.edu.vn,IT-E10
20244600,Đỗ Ngọc Sơn,2006-07-21,son.dn244600@sis.hust.edu.vn,IT-E15
20203489,Bùi Thị Hương,2002-05-05,huong.bt203489@sis.hust.edu.vn,IT2
20223247,Nguyễn Văn Nam,2004-10-23,nam.nv223247@sis.hust.edu.vn,IT-E10
20237178,Lê Văn Huy,2005-04-21,huy.lv237178@sis.hust.edu.vn,IT1
20215082,Lê Huy Sơn,2003-01-11,son.lh215082@sis.hust.edu.vn,IT1
20243323,Trần Việt Trang,2006-03-21,trang.tv243323@sis.hust.edu.vn,IT-EP
20212813,Nguyễn Anh Dũng,2003-06-05,dung.na212813@sis.hust.edu.vn,IT-E6
20227909,Đặng Thanh Dũng,2004-01-11,dung.dt227909@sis.hust.edu.vn,IT1
20218209,Nguyễn Xuân Hương,2003-03-26,huong.nx218209@sis.hust.edu.vn,IT-E7
20225276,Trần Văn Linh,2004-01-05,linh.tv225276@sis.hust.edu.vn,IT-E10
20243246,Đỗ Minh Nam,2006-09-16,nam.dm243246@sis.hust.edu.vn,IT-EP
20249118,Trần Việt Hương,2006-06-03,huong.tv249118@sis.hust.edu.vn,IT-E6
20216728,Phạm Xuân Nam,2003-06-02,nam.px216728@sis.hust.edu.vn,IT-EP
20244393,Phạm Xuân Trang,2006-10-16,trang.px244393@sis.hust.edu.vn,IT2
20207069,Đỗ Huy Tú,2002-11-03,tu.dh207069@sis.hust.edu.vn,IT-E10
20249298,Đỗ Ngọc Huy,2006-09-03,huy.dn249298@sis.hust.edu.vn,IT-E7
20213305,Hoàng Ngọc Nam,2003-09-04,nam.hn213305@sis.hust.edu.vn,IT-E10
20246902,Bùi Xuân Trang,2006-04-02,trang.bx246902@sis.hust.edu.vn,IT-E10
20212967,Hoàng Minh Linh,2003-11-03,linh.hm212967@sis.hust.edu.vn,IT-EP
20239786,Phạm Minh Anh,2005-02-15,anh.pm239786@sis.hust.edu.vn,IT-E10
20213600,Đỗ Minh Trang,2003-09-10,trang.dm213600@sis.hust.edu.vn,IT-E7
20209551,Hồ Ngọc Nam,2002-10-24,nam.hn209551@sis.hust.edu.vn,IT-E6
20228910,Đỗ Quang Tú,2004-04-17,tu.dq228910@sis.hust.edu.vn,IT1
20216369,Phạm Quang Thảo,2003-03-23,thao.pq216369@sis.hust.edu.vn,IT-E10
20233205,Phạm Thanh Trang,2005-04-20,trang.pt233205@sis.hust.edu.vn,IT-E15
20219244,Hồ Việt Thảo,2003-06-22,thao.hv219244@sis.hust.edu.vn,IT-E10
20214046,Bùi Thanh Hương,2003-09-27,huong.bt214046@sis.hust.edu.vn,IT-EP
20211330,Phạm Anh Thảo,2003-09-27,thao.pa211330@sis.hust.edu.vn,IT-E15
20225080,Bùi Anh Thảo,2004-06-10,thao.ba225080@sis.hust.edu.vn,IT-E15
20242499,Hồ Ngọc Nam,2006-11-06,nam.hn242499@sis.hust.edu.vn,IT-E6
20233354,Vũ Quang Huy,2005-08-27,huy.vq233354@sis.hust.edu.vn,IT-E6
20203933,Nguyễn Anh Trang,2002-07-27,trang.na203933@sis.hust.edu.vn,IT2
20235489,Hoàng Huy Sơn,2005-09-01,son.hh235489@sis.hust.edu.vn,IT1
20201769,Hồ Việt Huy,2002-12-02,huy.hv201769@sis.hust.edu.vn,IT-E10
20213602,Vũ Huy Trang,2003-03-09,trang.vh213602@sis.hust.edu.vn,IT2
20202628,Trần Quang Sơn,2002-04-04,son.tq202628@sis.hust.edu.vn,IT-E6
20241527,Nguyễn Quang Trang,2006-02-27,trang.nq241527@sis.hust.edu.vn,IT2
20232830,Phạm Thanh Tú,2005-08-10,tu.pt232830@sis.hust.edu.vn,IT1
20232886,Đỗ Việt Anh,2005-12-07,anh.dv232886@sis.hust.edu.vn,IT-E10
20206499,Vũ Việt Linh,2002-04-17,linh.vv206499@sis.hust.edu.vn,IT-E15
20224070,Hoàng Văn Hương,2004-03-22,huong.hv224070@sis.hust.edu.vn,IT-E10
20239976,Hoàng Thị Linh,2005-08-07,linh.ht239976@sis.hust.edu.vn,IT-E6
20218487,Lê Xuân Dũng,2003-08-10,dung.lx218487@sis.hust.edu.vn,IT1
20202708,Lê Thanh Hương,2002-10-17,huong.lt202708@sis.hust.edu.vn,IT2
20232286,Đặng Quang Huy,2005-06-03,huy.dq232286@sis.hust.edu.vn,IT2
20239977,Lê Huy Huy,2005-10-15,huy.lh239977@sis.hust.edu.vn,IT-E15
20214231,Bùi Việt Huy,2003-01-02,huy.bv214231@sis.hust.edu.vn,IT-E10
20203172,Nguyễn Việt Thảo,2002-03-02,thao.nv203172@sis.hust.edu.vn,IT1
20231935,Đỗ Thanh Hương,2005-10-05,huong.dt231935@sis.hust.edu.vn,IT2
20237082,Bùi Minh Trang,2005-04-21,trang.bm237082@sis.hust.edu.vn,IT2
20213228,Đỗ Văn Linh,2003-04-23,linh.dv213228@sis.hust.edu.vn,IT-E7
20227378,Hoàng Huy Hương,2004-03-27,huong.hh227378@sis.hust.edu.vn,IT-E6
20205418,Đặng Thanh Sơn,2002-12-21,son.dt205418@sis.hust.edu.vn,IT1
20215281,Vũ Văn Huy,2003-06-13,huy.vv215281@sis.hust.edu.vn,IT-E10
20236797,Vũ Minh Huy,2005-05-21,huy.vm236797@sis.hust.edu.vn,IT-E6
20227134,Vũ Việt Nam,2004-11-19,nam.vv227134@sis.hust.edu.vn,IT-E6
20201152,Lê Ngọc Nam,2002-05-27,nam.ln201152@sis.hust.edu.vn,IT-E15
20237581,Đỗ Quang Anh,2005-12-22,anh.dq237581@sis.hust.edu.vn,IT1
20229408,Hồ Thị Tú,2004-07-06,tu.ht229408@sis.hust.edu.vn,IT-E10
20211996,Trần Thị Trang,2003-09-18,trang.tt211996@sis.hust.edu.vn,IT1
20247251,Vũ Huy Nam,2006-08-11,nam.vh247251@sis.hust.edu.vn,IT2
20221233,Bùi Anh Tú,2004-02-13,tu.ba221233@sis.hust.edu.vn,IT-E15
20235595,Lê Thị Huy,2005-02-18,huy.lt235595@sis.hust.edu.vn,IT-E15
20232968,Trần Ngọc Dũng,2005-11-17,dung.tn232968@sis.hust.edu.vn,IT-EP
20225112,Trần Xuân Trang,2004-03-11,trang.tx225112@sis.hust.edu.vn,IT-E10
20229502,Lê Thị Sơn,2004-09-17,son.lt229502@sis.hust.edu.vn,IT2
20248387,Đỗ Ngọc Tú,2006-05-15,tu.dn248387@sis.hust.edu.vn,IT-E7
20242664,Phạm Thanh Linh,2006-02-22,linh.pt242664@sis.hust.edu.vn,IT1
20245812,Đỗ Minh Linh,2006-04-01,linh.dm245812@sis.hust.edu.vn,IT1
20206167,Trần Thanh Trang,2002-08-12,trang.tt206167@sis.hust.edu.vn,IT-EP
20214485,Nguyễn Thị Trang,2003-04-26,trang.nt214485@sis.hust.edu.vn,IT-EP
20222527,Bùi Thị Nam,2004-08-06,nam.bt222527@sis.hust.edu.vn,IT-E7
20246050,Phạm Việt Dũng,2006-12-08,dung.pv246050@sis.hust.edu.vn,IT-E7
20236290,Vũ Việt Thảo,2005-07-11,thao.vv236290@sis.hust.edu.vn,IT-E15
20213172,Đặng Huy Huy,2003-04-14,huy.dh213172@sis.hust.edu.vn,IT-E6
20229278,Hoàng Thanh Trang,2004-05-22,trang.ht229278@sis.hust.edu.vn,IT1
20236006,Đặng Ngọc Hương,2005-07-10,huong.dn236006@sis.hust.edu.vn,IT-E10
20231555,Nguyễn Thị Trang,2005-07-14,trang.nt231555@sis.hust.edu.vn,IT2
20226511,Bùi Thị Linh,2004-12-08,linh.bt226511@sis.hust.edu.vn,IT1
20239366,Nguyễn Thanh Tú,2005-01-04,tu.nt239366@sis.hust.edu.vn,IT-E6
20231704,Hoàng Quang Nam,2005-07-23,nam.hq231704@sis.hust.edu.vn,IT-E6
20221158,Phạm Quang Anh,2004-08-25,anh.pq221158@sis.hust.edu.vn,IT1
20245389,Đỗ Thanh Linh,2006-11-27,linh.dt245389@sis.hust.edu.vn,IT1
20238410,Lê Thị Thảo,2005-10-09,thao.lt238410@sis.hust.edu.vn,IT-E15
20225100,Đỗ Xuân Huy,2004-07-23,huy.dx225100@sis.hust.edu.vn,IT-E15
20243372,Hoàng Minh Trang,2006-03-16,trang.hm243372@sis.hust.edu.vn,IT2
20225010,Hồ Xuân Tú,2004-11-10,tu.hx225010@sis.hust.edu.vn,IT-E6
20231830,Đỗ Văn Thảo,2005-01-08,thao.dv231830@sis.hust.edu.vn,IT-EP
20217564,Phạm Anh Linh,2003-01-10,linh.pa217564@sis.hust.edu.vn,IT-E6
20214718,Hồ Thanh Nam,2003-12-02,nam.ht214718@sis.hust.edu.vn,IT-E15
20243342,Vũ Văn Dũng,2006-06-08,dung.vv243342@sis.hust.edu.vn,IT-E15
20236814,Vũ Việt Huy,2005-07-05,huy.vv236814@sis.hust.edu.vn,IT1
20228086,Phạm Huy Hương,2004-12-06,huong.ph228086@sis.hust.edu.vn,IT-E15
20238731,Lê Quang Tú,2005-03-05,tu.lq238731@sis.hust.edu.vn,IT1
20206589,Hoàng Thanh Trang,2002-03-12,trang.ht206589@sis.hust.edu.vn,IT2
20249678,Vũ Quang Hương,2006-07-23,huong.vq249678@sis.hust.edu.vn,IT-E7
20246463,Lê Văn Trang,2006-01-13,trang.lv246463@sis.hust.edu.vn,IT-EP
20229537,Bùi Anh Trang,2004-05-07,trang.ba229537@sis.hust.edu.vn,IT-E10
20224137,Vũ Huy Hương,2004-07-06,huong.vh224137@sis.hust.edu.vn,IT-E15
20246377,Hồ Thị Nam,2006-02-03,nam.ht246377@sis.hust.edu.vn,IT-E7
20248641,Trần Văn Trang,2006-08-21,trang.tv248641@sis.hust.edu.vn,IT-EP
20223712,Hồ Anh Dũng,2004-11-20,dung.ha223712@sis.hust.edu.vn,IT2
20223962,Bùi Anh Tú,2004-01-25,tu.ba223962@sis.hust.edu.vn,IT-E10
20244562,Đặng Thanh Linh,2006-07-21,linh.dt244562@sis.hust.edu.vn,IT-EP
20227668,Đỗ Quang Huy,2004-06-10,huy.dq227668@sis.hust.edu.vn,IT-EP
20203907,Đặng Ngọc Huy,2002-09-20,huy.dn203907@sis.hust.edu.vn,IT-E15
20244345,Nguyễn Ngọc Thảo,2006-08-22,thao.nn244345@sis.hust.edu.vn,IT-EP
20244270,Hồ Quang Trang,2006-12-07,trang.hq244270@sis.hust.edu.vn,IT-E10
20243827,Lê Thị Dũng,2006-09-15,dung.lt243827@sis.hust.edu.vn,IT2
20228871,Lê Thanh Nam,2004-12-03,nam.lt228871@sis.hust.edu.vn,IT-E10
20231120,Vũ Anh Hương,2005-04-26,huong.va231120@sis.hust.edu.vn,IT-E15
20237401,Đặng Minh Nam,2005-06-15,nam.dm237401@sis.hust.edu.vn,IT-EP
20237289,Hồ Ngọc Trang,2005-10-08,trang.hn237289@sis.hust.edu.vn,IT2
20243524,Nguyễn Văn Tú,2006-06-02,tu.nv243524@sis.hust.edu.vn,IT-E7
20208465,Trần Xuân Dũng,2002-11-21,dung.tx208465@sis.hust.edu.vn,IT-E15
20209034,Hoàng Minh Linh,2002-08-20,linh.hm209034@sis.hust.edu.vn,IT-E10
20228921,Lê Minh Anh,2004-06-02,anh.lm228921@sis.hust.edu.vn,IT-E10
20231353,Hồ Quang Hương,2005-10-28,huong.hq231353@sis.hust.edu.vn,IT2
20213299,Phạm Xuân Thảo,2003-07-26,thao.px213299@sis.hust.edu.vn,IT-EP
20228307,Trần Anh Trang,2004-03-17,trang.ta228307@sis.hust.edu.vn,IT1
20235983,Nguyễn Quang Thảo,2005-10-26,thao.nq235983@sis.hust.edu.vn,IT-EP
20224317,Đặng Anh Huy,2004-09-04,huy.da224317@sis.hust.edu.vn,IT-E7
20213208,Trần Ngọc Thảo,2003-11-22,thao.tn213208@sis.hust.edu.vn,IT-E10
20209013,Lê Thanh Anh,2002-01-18,anh.lt209013@sis.hust.edu.vn,IT1
20227365,Phạm Xuân Dũng,2004-09-05,dung.px227365@sis.hust.edu.vn,IT-EP
20236030,Vũ Thị Sơn,2005-12-13,son.vt236030@sis.hust.edu.vn,IT2
20211491,Nguyễn Huy Hương,2003-06-13,huong.nh211491@sis.hust.edu.vn,IT-E10
20248063,Nguyễn Thị Hương,2006-07-27,huong.nt248063@sis.hust.edu.vn,IT-E6
20211961,Hồ Huy Anh,2003-08-05,anh.hh211961@sis.hust.edu.vn,IT-EP
20247232,Hồ Anh Trang,2006-09-17,trang.ha247232@sis.hust.edu.vn,IT-E15
20228296,Trần Xuân Huy,2004-05-12,huy.tx228296@sis.hust.edu.vn,IT-E6
20239110,Vũ Minh Huy,2005-10-28,huy.vm239110@sis.hust.edu.vn,IT2
20238025,Phạm Quang Sơn,2005-12-19,son.pq238025@sis.hust.edu.vn,IT-E15
20219325,Vũ Quang Hương,2003-02-09,huong.vq219325@sis.hust.edu.vn,IT-E10
20233118,Vũ Văn Thảo,2005-01-04,thao.vv233118@sis.hust.edu.vn,IT-E7
20229172,Đỗ Quang Huy,2004-02-16,huy.dq229172@sis.hust.edu.vn,IT-E10
20222986,Hoàng Minh Thảo,2004-03-20,thao.hm222986@sis.hust.edu.vn,IT1
20207390,Vũ Huy Dũng,2002-08-02,dung.vh207390@sis.hust.edu.vn,IT-E10
20214240,Hoàng Thị Sơn,2003-08-13,son.ht214240@sis.hust.edu.vn,IT2
20205184,Phạm Quang Trang,2002-07-12,trang.pq205184@sis.hust.edu.vn,IT-E7
20213314,Vũ Thanh Thảo,2003-10-28,thao.vt213314@sis.hust.edu.vn,IT-E15
20205752,Phạm Anh Tú,2002-12-23,tu.pa205752@sis.hust.edu.vn,IT-E7
20219467,Lê Quang Linh,2003-06-16,linh.lq219467@sis.hust.edu.vn,IT-E10
20211880,Đỗ Xuân Huy,2003-07-17,huy.dx211880@sis.hust.edu.vn,IT-E6
20249800,Phạm Thị Hương,2006-06-20,huong.pt249800@sis.hust.edu.vn,IT1
20239694,Vũ Thanh Trang,2005-05-17,trang.vt239694@sis.hust.edu.vn,IT-E15
20224664,Nguyễn Việt Huy,2004-10-27,huy.nv224664@sis.hust.edu.vn,IT1
20218219,Đỗ Quang Nam,2003-12-12,nam.dq218219@sis.hust.edu.vn,IT-E10
20246835,Trần Ngọc Hương,2006-08-26,huong.tn246835@sis.hust.edu.vn,IT2
20213071,Nguyễn Xuân Thảo,2003-11-03,thao.nx213071@sis.hust.edu.vn,IT-EP
20204759,Phạm Văn Huy,2002-11-21,huy.pv204759@sis.hust.edu.vn,IT-E15
20223567,Hồ Xuân Sơn,2004-07-25,son.hx223567@sis.hust.edu.vn,IT2
20225939,Hồ Minh Linh,2004-09-06,linh.hm225939@sis.hust.edu.vn,IT-E10
20214269,Đỗ Việt Thảo,2003-03-27,thao.dv214269@sis.hust.edu.vn,IT1
20246389,Vũ Anh Tú,2006-05-17,tu.va246389@sis.hust.edu.vn,IT-E15
20223395,Đỗ Thanh Nam,2004-04-14,nam.dt223395@sis.hust.edu.vn,IT-E6
20239781,Bùi Ngọc Thảo,2005-09-23,thao.bn239781@sis.hust.edu.vn,IT-E15
20202771,Nguyễn Ngọc Huy,2002-10-13,huy.nn202771@sis.hust.edu.vn,IT1
20227010,Đỗ Thanh Huy,2004-03-06,huy.dt227010@sis.hust.edu.vn,IT-EP
20215521,Đỗ Việt Huy,2003-06-10,huy.dv215521@sis.hust.edu.vn,IT-E6
20209323,Lê Việt Tú,2002-01-13,tu.lv209323@sis.hust.edu.vn,IT-EP
20235083,Trần Anh Linh,2005-10-06,linh.ta235083@sis.hust.edu.vn,IT-EP
20246116,Lê Thị Hương,2006-09-07,huong.lt246116@sis.hust.edu.vn,IT-EP
20202702,Vũ Ngọc Thảo,2002-08-18,thao.vn202702@sis.hust.edu.vn,IT-E7
20206450,Bùi Văn Linh,2002-12-19,linh.bv206450@sis.hust.edu.vn,IT-EP
20245823,Hoàng Thanh Thảo,2006-11-26,thao.ht245823@sis.hust.edu.vn,IT-E7
20215499,Vũ Thị Linh,2003-12-17,linh.vt215499@sis.hust.edu.vn,IT-EP
20201923,Trần Ngọc Huy,2002-06-20,huy.tn201923@sis.hust.edu.vn,IT-E10
20244112,Đặng Quang Huy,2006-06-19,huy.dq244112@sis.hust.edu.vn,IT1
20201063,Lê Thanh Trang,2002-05-15,trang.lt201063@sis.hust.edu.vn,IT-E15
20231249,Hoàng Huy Sơn,2005-11-14,son.hh231249@sis.hust.edu.vn,IT1
20239107,Đỗ Anh Thảo,2005-07-16,thao.da239107@sis.hust.edu.vn,IT1
20209481,Đỗ Quang Sơn,2002-02-23,son.dq209481@sis.hust.edu.vn,IT1
20216934,Hồ Thanh Nam,2003-01-17,nam.ht216934@sis.hust.edu.vn,IT1
20246743,Hồ Minh Tú,2006-06-03,tu.hm246743@sis.hust.edu.vn,IT-E10
20201091,Bùi Thanh Linh,2002-08-21,linh.bt201091@sis.hust.edu.vn,IT-E7
20209659,Bùi Việt Sơn,2002-09-02,son.bv209659@sis.hust.edu.vn,IT-E10
20224096,Bùi Việt Tú,2004-10-19,tu.bv224096@sis.hust.edu.vn,IT-E10
